,SICcode,Catcode,Category,SICname,MultSIC,2012 NAICS Code,2002to2007 NAICS
1080,4225,T7200,Warehousing,General warehousing and storage,X,493110.0,493110.0
1081,4225,T7200,Warehousing,General warehousing and storage,X,531130.0,531130.0
1082,4226,T7200,Warehousing,"Special warehousing & storage, NEC",X,493110.0,493110.0
1083,4226,T7200,Warehousing,"Special warehousing & storage, NEC",X,493120.0,493120.0
1084,4226,T7200,Warehousing,"Special warehousing & storage, NEC",X,493190.0,493190.0
1085,4231,T3100,Trucking companies & services,Trucking terminal facilities,X,488490.0,488490.0
1086,4311,L1500,US Postal Service unions & associations,U.S. Postal Service,,491110.0,491110.0
1087,4412,T6200,Sea freight & passenger services,"Deep sea foreign transportation,freight",X,483111.0,483111.0
1088,4424,T6200,Sea freight & passenger services,"Deep sea domestic trans, freight",X,483113.0,483113.0
1089,4432,T6200,Sea freight & passenger services,Freight trans:Great LakesSt. Lawrence,X,483113.0,483113.0
1090,4449,T6200,Sea freight & passenger services,"Water transportation of freight, NEC",X,483211.0,483211.0
1091,4481,T6200,Sea freight & passenger services,"Deep sea passenger trans, exc ferry",X,483112.0,483112.0
1092,4481,T6200,Sea freight & passenger services,"Deep sea passenger trans, exc ferry",X,483114.0,483114.0
1093,4482,T6200,Sea freight & passenger services,Ferries,X,483114.0,483114.0
1094,4482,T6200,Sea freight & passenger services,Ferries,X,483212.0,483212.0
1095,4489,T6200,Sea freight & passenger services,"Water transportation of passenger, NEC",X,483212.0,483212.0
1096,4489,T6200,Sea freight & passenger services,"Water transportation of passenger, NEC",X,487210.0,487210.0
1097,4491,T6200,Sea freight & passenger services,Marine cargo handling,X,488310.0,488310.0
1098,4491,T6200,Sea freight & passenger services,Marine cargo handling,X,488320.0,488320.0
1099,4492,T6200,Sea freight & passenger services,Towing and tugboat services,X,488330.0,488330.0
1100,4493,T6000,Sea transport,Marinas,,713930.0,713930.0
1101,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,483211.0,483211.0
1102,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,488310.0,488310.0
1103,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,488330.0,488330.0
1104,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,488390.0,488390.0
1105,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,532411.0,532411.0
1106,4499,T6200,Sea freight & passenger services,"Water transportation services, NEC",X,541990.0,541990.0
1107,4512,T1100,Airlines,"Air transportation, scheduled",,481111.0,481111.0
1108,4512,T1100,Airlines,"Air transportation, scheduled",,481112.0,481112.0
1109,4513,T1500,Air Freight,Air courier services,,492110.0,492110.0
1110,4522,T1000,Air transport,"Air transportation, nonscheduled",,481211.0,481211.0
1111,4522,T1000,Air transport,"Air transportation, nonscheduled",,481212.0,481212.0
1112,4522,T1000,Air transport,"Air transportation, nonscheduled",,481219.0,481219.0
1113,4522,T1000,Air transport,"Air transportation, nonscheduled",,487990.0,487990.0
1114,4522,T1000,Air transport,"Air transportation, nonscheduled",,621910.0,621910.0
1115,4581,T1600,Aviation services & airports,"Airports, flying fields, & services",,488111.0,488111.0
1116,4581,T1600,Aviation services & airports,"Airports, flying fields, & services",,488119.0,488119.0
1117,4581,T1600,Aviation services & airports,"Airports, flying fields, & services",,488190.0,488190.0
1118,4581,T1600,Aviation services & airports,"Airports, flying fields, & services",,561720.0,561720.0
1119,4581,T1600,Aviation services & airports,"Airports, flying fields, & services",,811420.0,811420.0
1120,4612,E1100,Oil & Gas,Crude petroleum pipe lines,X,486110.0,486110.0
1121,4613,E1100,Oil & Gas,Refined petroleum pipe lines,X,486910.0,486910.0
1122,4619,,"Pipe lines, NEC",X,,486990.0,486990.0
1123,4724,T9400,Travel agents,Travel agencies,X,561510.0,561510.0
1124,4725,T9400,Travel agents,Tour operators,X,561520.0,561520.0
1125,4729,T9400,Travel agents,"Passenger transport arrangement, NEC",X,488999.0,488999.0
1126,4729,T9400,Travel agents,"Passenger transport arrangement, NEC",X,561599.0,561599.0
1127,4731,T0000,Transportation,Freight transportation arrangement,X,488510.0,488510.0
1128,4731,T0000,Transportation,Freight transportation arrangement,X,541614.0,541614.0
1129,4741,T5300,Railroad services,Rental of railroad cars,X,488210.0,488210.0
1130,4741,T5300,Railroad services,Rental of railroad cars,X,532411.0,532411.0
1131,4783,T0000,Transportation,Packing and crating,X,488991.0,488991.0
1132,4785,T3100,Trucking companies & services,Inspection & fixed facilities,X,488390.0,488390.0
1133,4785,T3100,Trucking companies & services,Inspection & fixed facilities,X,488490.0,488490.0
1134,4789,,"Transportation services, NEC",X,,487110.0,487110.0
1135,4789,,"Transportation services, NEC",X,,488210.0,488210.0
1136,4789,,"Transportation services, NEC",X,,488999.0,488999.0
1137,4789,,"Transportation services, NEC",X,,722310.0,722310.0
1138,4812,C4100,Telephone utilities,Radiotelephone communications,X,,
1139,4813,C4100,Telephone utilities,"Telephone communications, exc radio",X,517110.0,517110.0
1140,6163,F1400,Credit agencies & finance companies,Loan brokers,X,522310.0,522310.0
1141,6211,F2100,Security brokers & investment companies,Security brokers and dealers,X,523110.0,523110.0
1142,6211,F2100,Security brokers & investment companies,Security brokers and dealers,X,523120.0,523120.0
1143,6211,F2100,Security brokers & investment companies,Security brokers and dealers,X,523910.0,523910.0
1144,6211,F2100,Security brokers & investment companies,Security brokers and dealers,X,523999.0,523999.0
1145,6221,F2200,Commodity brokers/dealers,"Commodity contracts brokers, dealers",,523130.0,523130.0
1146,6221,F2200,Commodity brokers/dealers,"Commodity contracts brokers, dealers",,523140.0,523140.0
1147,6231,F2400,Stock exchanges,Security and commodity exchanges,,523210.0,523210.0
1148,6282,F2100,Security brokers & investment companies,Investment advice,X,523920.0,523920.0
1149,6282,F2100,Security brokers & investment companies,Investment advice,X,523930.0,523930.0
1150,6289,F2100,Security brokers & investment companies,"Security and commodity services, NEC",X,523991.0,523991.0
1151,6289,F2100,Security brokers & investment companies,"Security and commodity services, NEC",X,523999.0,523999.0
1152,6311,F3300,Life insurance,Life insurance,,524113.0,524113.0
1153,6311,F3300,Life insurance,Life insurance,,524128.0,524128.0
1154,6311,F3300,Life insurance,Life insurance,,524130.0,524130.0
1155,6321,F3200,Accident & health insurance,Accident and health insurance,X,524113.0,524113.0
1156,6321,F3200,Accident & health insurance,Accident and health insurance,X,524114.0,524114.0
1157,6321,F3200,Accident & health insurance,Accident and health insurance,X,524130.0,524130.0
1158,6321,F3200,Accident & health insurance,Accident and health insurance,X,525190.0,525190.0
1159,6324,F3200,Accident & health insurance,Hospital and medical service plans,X,524114.0,524114.0
1160,6324,F3200,Accident & health insurance,Hospital and medical service plans,X,524130.0,524130.0
1161,6324,F3200,Accident & health insurance,Hospital and medical service plans,X,525190.0,525190.0
1162,6331,F3400,Property & casualty insurance,"Fire, marine, and casualty insurance",,524126.0,524126.0
1163,6331,F3400,Property & casualty insurance,"Fire, marine, and casualty insurance",,524128.0,524128.0
1164,6331,F3400,Property & casualty insurance,"Fire, marine, and casualty insurance",,524130.0,524130.0
1165,6331,F3400,Property & casualty insurance,"Fire, marine, and casualty insurance",,525190.0,525190.0
1166,6341,F3100,"Insurance companies, brokers & agents",Insurance Mgmt and holding,X,,
1167,6351,F3100,"Insurance companies, brokers & agents",Surety insurance,X,524126.0,524126.0
1168,6351,F3100,"Insurance companies, brokers & agents",Surety insurance,X,524128.0,524128.0
1169,6351,F3100,"Insurance companies, brokers & agents",Surety insurance,X,524130.0,524130.0
1170,6361,F4300,Title insurance & title abstract offices,Title insurance,X,524127.0,524127.0
1171,6361,F4300,Title insurance & title abstract offices,Title insurance,X,524130.0,524130.0
1172,6371,F2000,"Securities, Diversified","Pension, health, and welfare funds",,523920.0,523920.0
1173,6371,F2000,"Securities, Diversified","Pension, health, and welfare funds",,524292.0,524292.0
1174,6371,F2000,"Securities, Diversified","Pension, health, and welfare funds",,525110.0,525110.0
1175,6371,F2000,"Securities, Diversified","Pension, health, and welfare funds",,525120.0,525120.0
1176,6371,F2000,"Securities, Diversified","Pension, health, and welfare funds",,525990.0,525990.0
1177,6399,F3100,"Insurance companies, brokers & agents","Insurance carriers, NEC",X,524128.0,524128.0
1178,6411,F3100,"Insurance companies, brokers & agents","Insurance agents, brokers, & service",X,524210.0,524210.0
1179,6411,F3100,"Insurance companies, brokers & agents","Insurance agents, brokers, & service",X,524291.0,524291.0
1180,6411,F3100,"Insurance companies, brokers & agents","Insurance agents, brokers, & service",X,524292.0,524292.0
1181,6411,F3100,"Insurance companies, brokers & agents","Insurance agents, brokers, & service",X,524298.0,524298.0
1182,6512,F4500,Building operators and managers,Nonresidential building operators,X,531120.0,531120.0
1183,6512,F4500,Building operators and managers,Nonresidential building operators,X,711310.0,711310.0
1184,6513,F4500,Building operators and managers,Apartment building operators,X,531110.0,531110.0
1185,6514,F4500,Building operators and managers,"Dwelling operators, exc apartments",X,531110.0,531110.0
1186,6515,F4400,Mobile home dealers & parks,Mobile home site operators,X,531190.0,531190.0
1187,6517,T5300,Railroad services,Railroad property lessors,X,531190.0,531190.0
1188,6519,F4500,Building operators and managers,"Real property lessors, NEC",X,531190.0,531190.0
1189,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531110.0,531110.0
1190,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531210.0,531210.0
1191,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531311.0,531311.0
1192,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531312.0,531312.0
1193,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531320.0,531320.0
1194,6531,F4200,Real estate agents & managers,Real estate agents and managers,,531390.0,531390.0
1195,6531,F4200,Real estate agents & managers,Real estate agents and managers,,812220.0,812220.0
1196,6531,F4200,Real estate agents & managers,Real estate agents and managers,,813990.0,813990.0
1197,6541,F4300,Title insurance & title abstract offices,Title abstract offices,X,541191.0,541191.0
1198,6552,F4100,Real Estate developers & subdividers,"Subdividers and developers, NEC",X,237210.0,237210.0
1199,6553,G5400,Funeral services,Cemetery subdividers and developers,X,812220.0,812220.0
1200,6712,F1100,Commercial banks & bank holding companies,Bank holding companies,X,551111.0,551111.0
1201,6719,,"Holding companies, NEC",X,,551112.0,551112.0
1202,6722,F2100,Security brokers & investment companies,"Management investment, openend",X,525910.0,525910.0
1203,6726,F2100,Security brokers & investment companies,"Investment offices, NEC",X,525990.0,525990.0
1204,6732,X4000,Non-Profits,"Educational, religious, etc trusts",X,813211.0,813211.0
1205,6733,F7000,Investors,"Trusts, NEC",,523920.0,523920.0
1206,6733,F7000,Investors,"Trusts, NEC",,523991.0,523991.0
1207,6733,F7000,Investors,"Trusts, NEC",,525190.0,525190.0
1208,6733,F7000,Investors,"Trusts, NEC",,525920.0,525920.0
1209,6792,E1120,Independent oil & gas producers,Oil royalty traders,X,523910.0,523910.0
1210,6792,E1120,Independent oil & gas producers,Oil royalty traders,X,533110.0,533110.0
1211,6794,,Patent owners and lessors,X,,533110.0,533110.0
1212,4822,C4500,Other Communications Services,Telegraph & other communications,X,517110.0,517110.0
1213,4832,C2100,Commercial TV & radio stations,Radio broadcasting stations,X,515111.0,515111.0
1214,4832,C2100,Commercial TV & radio stations,Radio broadcasting stations,X,515112.0,515112.0
1215,4833,C2100,Commercial TV & radio stations,Television broadcasting stations,X,515120.0,515120.0
1216,4841,C2200,Cable & satellite TV production & distribution,Cable and other pay TV services,,515210.0,515210.0
1217,4899,C4500,Other Communications Services,"Communication services, NEC",X,485310.0,485310.0
1218,4899,C4500,Other Communications Services,"Communication services, NEC",X,517410.0,517410.0
1219,4899,C4500,Other Communications Services,"Communication services, NEC",X,812990.0,812990.0
1220,4911,E1600,Electric Power utilities,Electric services,,221111.0,221111.0
1221,4911,E1600,Electric Power utilities,Electric services,,221112.0,221112.0
1222,4911,E1600,Electric Power utilities,Electric services,,221113.0,221113.0
1223,4911,E1600,Electric Power utilities,Electric services,,221114.0,221119.0
1224,4911,E1600,Electric Power utilities,Electric services,,221115.0,221119.0
1225,4911,E1600,Electric Power utilities,Electric services,,221116.0,221119.0
1226,4911,E1600,Electric Power utilities,Electric services,,221117.0,221119.0
1227,4911,E1600,Electric Power utilities,Electric services,,221118.0,221119.0
1228,4911,E1600,Electric Power utilities,Electric services,,221121.0,221121.0
1229,4911,E1600,Electric Power utilities,Electric services,,221122.0,221122.0
1230,4922,E1140,Natural Gas transmission & distribution,Natural gas transmission,X,486210.0,486210.0
1231,4923,E1140,Natural Gas transmission & distribution,Gas transmission and distribution,X,221210.0,221210.0
1232,4923,E1140,Natural Gas transmission & distribution,Gas transmission and distribution,X,486210.0,486210.0
1233,4924,E1140,Natural Gas transmission & distribution,Natural gas distribution,X,221210.0,221210.0
1234,4925,E1140,Natural Gas transmission & distribution,Gas production and/or distribution,X,221210.0,221210.0
1235,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221111.0,221111.0
1236,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221112.0,221112.0
1237,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221113.0,221113.0
1238,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221114.0,221119.0
1239,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221115.0,221119.0
1240,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221116.0,221119.0
1241,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221117.0,221119.0
1242,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221118.0,221119.0
1243,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221121.0,221121.0
1244,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221122.0,221122.0
1245,4931,E1620,Gas & Electric Utilities,Electric and other services combined,X,221210.0,221210.0
1246,4932,E1140,Natural Gas transmission & distribution,Gas and other services combined,X,221210.0,221210.0
1247,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221111.0,221111.0
1248,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221112.0,221112.0
1249,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221113.0,221113.0
1250,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221114.0,221119.0
1251,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221115.0,221119.0
1252,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221116.0,221119.0
1253,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221117.0,221119.0
1254,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221118.0,221119.0
1255,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221121.0,221121.0
1256,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221122.0,221122.0
1257,4939,E1620,Gas & Electric Utilities,"Combination utility services, NEC",X,221210.0,221210.0
1258,4941,E5000,Water Utilities,Water supply,,221310.0,221310.0
1259,4952,E3000,Waste management,Sewerage systems,X,221320.0,221320.0
1260,4953,E3000,Waste management,Refuse systems,X,562211.0,562211.0
1261,4953,E3000,Waste management,Refuse systems,X,562212.0,562212.0
1262,4953,E3000,Waste management,Refuse systems,X,562213.0,562213.0
1263,4953,E3000,Waste management,Refuse systems,X,562219.0,562219.0
1264,4953,E3000,Waste management,Refuse systems,X,562920.0,562920.0
1265,4959,E3000,Waste management,"Sanitary services, NEC",X,488119.0,488119.0
1266,4959,E3000,Waste management,"Sanitary services, NEC",X,488490.0,488490.0
1267,4959,E3000,Waste management,"Sanitary services, NEC",X,561710.0,561710.0
1268,4959,E3000,Waste management,"Sanitary services, NEC",X,561790.0,561790.0
1269,4959,E3000,Waste management,"Sanitary services, NEC",X,562910.0,562910.0
1270,4959,E3000,Waste management,"Sanitary services, NEC",X,562998.0,562998.0
1271,4961,E1000,Energy production & distribution,Steam and airconditioning supply,,221330.0,221330.0
1272,4971,A4000,Agricultural services & related industries,Irrigation systems,X,221310.0,221310.0
1273,5012,T2100,Auto Manufacturers,Motor vehicles wholesale,X,423110.0,423110.0
1274,5012,T2100,Auto Manufacturers,Motor vehicles wholesale,X,425110.0,425110.0
1275,5012,T2100,Auto Manufacturers,Motor vehicles wholesale,X,425120.0,425120.0
1276,5013,T2200,Truck/Automotive parts & accessories,Automotive parts wholesale,X,423120.0,423120.0
1277,5013,T2200,Truck/Automotive parts & accessories,Automotive parts wholesale,X,425110.0,425110.0
1278,5013,T2200,Truck/Automotive parts & accessories,Automotive parts wholesale,X,425120.0,425120.0
1279,5013,T2200,Truck/Automotive parts & accessories,Automotive parts wholesale,X,441310.0,441310.0
1280,5014,T2200,Truck/Automotive parts & accessories,Tires and tubes whsle,X,423130.0,423130.0
1281,5014,T2200,Truck/Automotive parts & accessories,Tires and tubes whsle,X,425110.0,425110.0
1282,5014,T2200,Truck/Automotive parts & accessories,Tires and tubes whsle,X,425120.0,425120.0
1283,5014,T2200,Truck/Automotive parts & accessories,Tires and tubes whsle,X,441320.0,441320.0
1284,5015,T2200,Truck/Automotive parts & accessories,"Motor vehicle parts, used",X,423140.0,423140.0
1285,5015,T2200,Truck/Automotive parts & accessories,"Motor vehicle parts, used",X,425110.0,425110.0
1286,5015,T2200,Truck/Automotive parts & accessories,"Motor vehicle parts, used",X,425120.0,425120.0
1287,5015,T2200,Truck/Automotive parts & accessories,"Motor vehicle parts, used",X,441310.0,441310.0
1288,5021,M4100,Furniture & wood products,Furniture wholesale,X,423210.0,423210.0
1289,5021,M4100,Furniture & wood products,Furniture wholesale,X,425110.0,425110.0
1290,5021,M4100,Furniture & wood products,Furniture wholesale,X,425120.0,425120.0
1291,5021,M4100,Furniture & wood products,Furniture wholesale,X,442110.0,442110.0
1292,5023,M4100,Furniture & wood products,Home furnishings wholesale,X,423220.0,423220.0
1293,5023,M4100,Furniture & wood products,Home furnishings wholesale,X,425110.0,425110.0
1294,5023,M4100,Furniture & wood products,Home furnishings wholesale,X,425120.0,425120.0
1295,5023,M4100,Furniture & wood products,Home furnishings wholesale,X,442210.0,442210.0
1296,5031,A5000,Forestry & Forest Products,Lumber wholesale,X,423310.0,423310.0
1297,5031,A5000,Forestry & Forest Products,Lumber wholesale,X,425110.0,425110.0
1298,5031,A5000,Forestry & Forest Products,Lumber wholesale,X,425120.0,425120.0
1299,5031,A5000,Forestry & Forest Products,Lumber wholesale,X,444110.0,444110.0
1300,5032,B5100,"Stone, clay, glass & concrete products","Brick, stone, and related construct mtl",X,423320.0,423320.0
1301,5032,B5100,"Stone, clay, glass & concrete products","Brick, stone, and related construct mtl",X,425110.0,425110.0
1302,5032,B5100,"Stone, clay, glass & concrete products","Brick, stone, and related construct mtl",X,425120.0,425120.0
1303,5032,B5100,"Stone, clay, glass & concrete products","Brick, stone, and related construct mtl",X,444190.0,444190.0
1304,5033,B5000,Building materials,"Roofing, siding, and insulation materials",X,423330.0,423330.0
1305,5033,B5000,Building materials,"Roofing, siding, and insulation materials",X,425110.0,425110.0
1306,5033,B5000,Building materials,"Roofing, siding, and insulation materials",X,425120.0,425120.0
1307,5033,B5000,Building materials,"Roofing, siding, and insulation materials",X,444190.0,444190.0
1308,5039,B5000,Building materials,"Construction mtls, whsle, NEC",X,423310.0,423310.0
1309,5039,B5000,Building materials,"Construction mtls, whsle, NEC",X,423390.0,423390.0
1310,5039,B5000,Building materials,"Construction mtls, whsle, NEC",X,425110.0,425110.0
1311,5039,B5000,Building materials,"Construction mtls, whsle, NEC",X,425120.0,425120.0
1312,5039,B5000,Building materials,"Construction mtls, whsle, NEC",X,444190.0,444190.0
1313,5043,M9200,Photographic equipment & supplies,Photographic eqp wholesale,X,423410.0,423410.0
1314,5043,M9200,Photographic equipment & supplies,Photographic eqp wholesale,X,425110.0,425110.0
1315,5043,M9200,Photographic equipment & supplies,Photographic eqp wholesale,X,425120.0,425120.0
1316,5044,M4000,Household & office products,"Office equipment, whsle",X,423420.0,423420.0
1317,5044,M4000,Household & office products,"Office equipment, whsle",X,425110.0,425110.0
1318,5044,M4000,Household & office products,"Office equipment, whsle",X,425120.0,425120.0
1319,5044,M4000,Household & office products,"Office equipment, whsle",X,453210.0,453210.0
1320,5045,C5100,Computer manufacture & services,"Computers, peripherals & software, whsle",X,423430.0,423430.0
1321,5045,C5100,Computer manufacture & services,"Computers, peripherals & software, whsle",X,425110.0,425110.0
1322,5045,C5100,Computer manufacture & services,"Computers, peripherals & software, whsle",X,425120.0,425120.0
1323,5045,C5100,Computer manufacture & services,"Computers, peripherals & software, whsle",X,443142.0,443120.0
1324,5046,M2300,Industrial/commercial equipment & materials,"Commercial equipment, whsle, NEC",X,423440.0,423440.0
1325,5046,M2300,Industrial/commercial equipment & materials,"Commercial equipment, whsle, NEC",X,425110.0,425110.0
1326,5046,M2300,Industrial/commercial equipment & materials,"Commercial equipment, whsle, NEC",X,425120.0,425120.0
1327,5047,H4100,Medical supplies manufacturing & sales,"Medical and hospital equipment, whsle",X,423450.0,423450.0
1328,5047,H4100,Medical supplies manufacturing & sales,"Medical and hospital equipment, whsle",X,425110.0,425110.0
1329,5047,H4100,Medical supplies manufacturing & sales,"Medical and hospital equipment, whsle",X,425120.0,425120.0
1330,5047,H4100,Medical supplies manufacturing & sales,"Medical and hospital equipment, whsle",X,446199.0,446199.0
1331,5048,M9100,Optical instruments & lenses,"Ophthalmic goods, whsle",X,423460.0,423460.0
1332,5048,M9100,Optical instruments & lenses,"Ophthalmic goods, whsle",X,425110.0,425110.0
1333,5048,M9100,Optical instruments & lenses,"Ophthalmic goods, whsle",X,425120.0,425120.0
1334,5049,G3000,Wholesale trade,"Professional eqp, whsle, NEC",X,423490.0,423490.0
1335,5049,G3000,Wholesale trade,"Professional eqp, whsle, NEC",X,425110.0,425110.0
1336,5049,G3000,Wholesale trade,"Professional eqp, whsle, NEC",X,425120.0,425120.0
1337,5049,G3000,Wholesale trade,"Professional eqp, whsle, NEC",X,453210.0,453210.0
1338,5051,M5000,Fabricated metal products,Metals service centers and offices,X,423510.0,423510.0
1339,5051,M5000,Fabricated metal products,Metals service centers and offices,X,425110.0,425110.0
1340,5051,M5000,Fabricated metal products,Metals service centers and offices,X,425120.0,425120.0
1341,5052,E1200,Mining,Coal and minerals whsle,,423520.0,423520.0
1342,5052,E1200,Mining,Coal and minerals whsle,,425110.0,425110.0
1343,5052,E1200,Mining,Coal and minerals whsle,,425120.0,425120.0
1344,5063,E1700,Power plant construction & equipment,"Electrical apparatus and eqp, whsle",,423610.0,423610.0
1345,5063,E1700,Power plant construction & equipment,"Electrical apparatus and eqp, whsle",,425110.0,425110.0
1346,5063,E1700,Power plant construction & equipment,"Electrical apparatus and eqp, whsle",,425120.0,425120.0
1347,5063,E1700,Power plant construction & equipment,"Electrical apparatus and eqp, whsle",,444190.0,444190.0
1348,5064,M4300,Household appliances,Appliances wholesale,X,423620.0,423620.0
1349,5064,M4300,Household appliances,Appliances wholesale,X,423720.0,423620.0
1350,5064,M4300,Household appliances,Appliances wholesale,X,425110.0,425110.0
1351,5064,M4300,Household appliances,Appliances wholesale,X,425120.0,425120.0
1352,5064,M4300,Household appliances,Appliances wholesale,X,443141.0,443111.0
1353,5064,M4300,Household appliances,Appliances wholesale,X,443142.0,443112.0
1354,5064,M4300,Household appliances,Appliances wholesale,X,444190.0,444190.0
1355,5065,,"Electronic parts and eqp, whsle",X,,423690.0,423690.0
1356,5065,,"Electronic parts and eqp, whsle",X,,425110.0,425110.0
1357,5065,,"Electronic parts and eqp, whsle",X,,425120.0,425120.0
1358,5065,,"Electronic parts and eqp, whsle",X,,443142.0,443112.0
1359,5065,,"Electronic parts and eqp, whsle",X,,443142.0,443120.0
1360,5072,M5100,Hardware & tools,Hardware wholesale,X,423710.0,423710.0
1361,5072,M5100,Hardware & tools,Hardware wholesale,X,425110.0,425110.0
1362,5072,M5100,Hardware & tools,Hardware wholesale,X,425120.0,425120.0
1363,5072,M5100,Hardware & tools,Hardware wholesale,X,444130.0,444130.0
1364,5074,B5300,Plumbing & pipe products,Plumbing & heating wholesale,X,423620.0,423720.0
1365,5074,B5300,Plumbing & pipe products,Plumbing & heating wholesale,X,423720.0,423720.0
1366,5074,B5300,Plumbing & pipe products,Plumbing & heating wholesale,X,425110.0,425110.0
1367,5074,B5300,Plumbing & pipe products,Plumbing & heating wholesale,X,425120.0,425120.0
1368,5074,B5300,Plumbing & pipe products,Plumbing & heating wholesale,X,444190.0,444190.0
1369,5075,B3400,"Plumbing, Heating & Air conditioning",Heating & AC whsle,X,423730.0,423730.0
1370,5075,B3400,"Plumbing, Heating & Air conditioning",Heating & AC whsle,X,425110.0,425110.0
1371,5075,B3400,"Plumbing, Heating & Air conditioning",Heating & AC whsle,X,425120.0,425120.0
1372,5078,M2300,Industrial/commercial equipment & materials,Refrigeration eqp whsle,X,423740.0,423740.0
1373,5078,M2300,Industrial/commercial equipment & materials,Refrigeration eqp whsle,X,425110.0,425110.0
1374,5078,M2300,Industrial/commercial equipment & materials,Refrigeration eqp whsle,X,425120.0,425120.0
1375,5082,B6000,Construction equipment,Construction eqp whsle,X,423810.0,423810.0
1376,5082,B6000,Construction equipment,Construction eqp whsle,X,425110.0,425110.0
1377,5082,B6000,Construction equipment,Construction eqp whsle,X,425120.0,425120.0
1378,5083,A4200,Farm machinery & equipment,Farm eqp wholesale,X,423820.0,423820.0
1379,5083,A4200,Farm machinery & equipment,Farm eqp wholesale,X,425110.0,425110.0
1380,5083,A4200,Farm machinery & equipment,Farm eqp wholesale,X,425120.0,425120.0
1381,5083,A4200,Farm machinery & equipment,Farm eqp wholesale,X,444210.0,444210.0
1382,5084,M2300,Industrial/commercial equipment & materials,Industrial eqp wholesale,X,423830.0,423830.0
1383,5084,M2300,Industrial/commercial equipment & materials,Industrial eqp wholesale,X,425110.0,425110.0
1384,5084,M2300,Industrial/commercial equipment & materials,Industrial eqp wholesale,X,425120.0,425120.0
1385,5085,M2300,Industrial/commercial equipment & materials,Industrial supplies whsle,X,423830.0,423830.0
1386,5085,M2300,Industrial/commercial equipment & materials,Industrial supplies whsle,X,423840.0,423840.0
1387,5085,M2300,Industrial/commercial equipment & materials,Industrial supplies whsle,X,425110.0,425110.0
1388,5085,M2300,Industrial/commercial equipment & materials,Industrial supplies whsle,X,425120.0,425120.0
1389,5085,M2300,Industrial/commercial equipment & materials,Industrial supplies whsle,X,453998.0,453998.0
1390,5087,M2300,Industrial/commercial equipment & materials,Service company eqp whsle,X,423850.0,423850.0
1391,5087,M2300,Industrial/commercial equipment & materials,Service company eqp whsle,X,425110.0,425110.0
1392,5087,M2300,Industrial/commercial equipment & materials,Service company eqp whsle,X,425120.0,425120.0
1393,5087,M2300,Industrial/commercial equipment & materials,Service company eqp whsle,X,446120.0,446120.0
1394,5088,,Transportation eqp whsle,X,,423860.0,423860.0
1395,5088,,Transportation eqp whsle,X,,425110.0,425110.0
1396,5088,,Transportation eqp whsle,X,,425120.0,425120.0
1397,5091,M3600,Sporting goods sales & manufacturing,"Sporting and recreational goods, whsle",X,423910.0,423910.0
1398,5091,M3600,Sporting goods sales & manufacturing,"Sporting and recreational goods, whsle",X,425110.0,425110.0
1399,5091,M3600,Sporting goods sales & manufacturing,"Sporting and recreational goods, whsle",X,425120.0,425120.0
1400,5091,M3600,Sporting goods sales & manufacturing,"Sporting and recreational goods, whsle",X,451110.0,451110.0
1401,5092,M3500,Toys,"Toys, hobby goods and supplies, whsle",X,423920.0,423920.0
1402,5092,M3500,Toys,"Toys, hobby goods and supplies, whsle",X,425110.0,425110.0
1403,5092,M3500,Toys,"Toys, hobby goods and supplies, whsle",X,425120.0,425120.0
1404,5092,M3500,Toys,"Toys, hobby goods and supplies, whsle",X,451120.0,451120.0
1405,5093,M2400,"Recycling of metal, paper, plastics, etc.",Scrap and waste materials,,423930.0,423930.0
